chrom	start	end	CTCF	H3K27ac	H3K27me3	H3K36me3	H3K4me1	H3K4me2	H3K4me3	H3K9ac	H3K9me3	H4K20me1	group	probality
chr20	41132538	41432538	2.2116	0.391403	2.06743	1.10218	0.612876	0.588607	0.319414	0.806004	5.73075	2.02543	nonHub	0.0322636966088007
chr20	44747779	45047779	6.80444	7.10502	5.75992	4.47795	7.20343	7.21794	6.57644	7.36142	3.7255	4.34096	Hub	0.842695016594522
chr20	45402459	45702459	3.96875	13.4367	3.08982	5.1862	9.40796	8.1574	4.44043	9.82021	3.49144	6.57893	Hub	0.742006443046425
chr20	46763530	47063530	2.42973	3.44682	7.11577	6.85897	4.16048	3.17848	3.48335	3.66576	3.21999	5.47822	nonHub	0.142520277896049
chr20	50023091	50323091	6.01675	4.46943	3.85279	4.94587	4.15566	3.73631	3.90033	4.5003	3.53749	3.75779	nonHub	0.405024908646653
chr20	50547247	50847247	0.908875	0.500733	2.67071	0.836382	0.910742	0.884065	0.334513	1.00852	3.45135	1.93371	nonHub	0.0293735859947508
chr20	52087954	52387954	5.5199	3.89799	6.46231	1.80884	3.37296	3.16771	2.80852	3.18052	2.50805	3.09185	nonHub	0.282350570555898
chr20	52518236	52818236	3.53249	0.833097	1.73397	1.1364	1.072	1.07026	0.766593	1.14444	3.78131	1.839	nonHub	0.158291056340609
chr20	52754113	53054113	0.630153	0.215745	0.772761	0.780676	0.368047	0.463192	0.271792	0.49203	6.09322	1.31623	nonHub	0.00310214462288971
chr20	53947842	54247842	0.854342	0.284988	0.800906	0.856277	0.340725	0.466269	0.245077	0.509699	7.5702	1.38261	nonHub	0.0036166673995619
chr20	56900841	57200841	2.91446	3.34842	5.46256	6.08705	4.23549	5.97456	7.4464	5.23699	2.71719	5.67211	nonHub	0.230566084305714
chr20	56730409	57030409	5.3866	3.13414	9.53623	6.14514	4.35013	5.11434	7.6578	4.87137	3.29422	5.83319	Hub	0.782421933550427
chr21	41887302	42187302	8.40406	3.41767	10.4644	5.39789	5.76714	4.00792	2.65171	4.21623	3.42371	4.20822	Hub	0.911690760105301
chr21	15543931	15843931	2.38125	0.319245	2.17144	0.587298	0.549124	0.730181	0.289214	0.758432	2.22793	1.41616	nonHub	0.164412933979214
chr21	17825109	18125109	1.8541	2.88778	3.58786	2.8776	2.41668	3.87788	5.81333	3.54207	2.49396	2.68765	nonHub	0.065013903814262
chr21	29151323	29451323	2.33278	8.27485	1.74988	7.46218	5.95465	8.4444	12.4397	8.76819	2.02963	3.7824	Hub	0.540405781566892
chr21	27158391	27458391	1.4845	3.14507	2.50245	3.41635	3.87494	4.70347	4.23949	3.41566	2.50317	2.04259	nonHub	0.153684937744602
chr21	26068102	26368102	5.52596	3.26242	2.61136	6.66002	4.37317	2.91303	1.09762	2.53354	2.61262	4.94427	nonHub	0.397351539818478
chr21	28230704	28530704	1.07853	9.5183	1.77986	2.48686	4.47442	3.15386	0.800276	3.67663	3.74501	1.7346	nonHub	0.070498054859492
chr21	39805327	40105327	2.68421	0.549567	3.9978	1.13401	1.13789	1.2857	0.523838	1.19609	5.03994	1.9695	nonHub	0.0520757460365715
chr21	38597234	38897234	5.39266	1.79739	8.92071	1.34808	2.52061	1.94202	0.667865	2.22229	2.59311	2.94717	nonHub	0.316267094573648
chr21	14818936	15118936	0.684686	0.247815	1.17719	0.665286	0.422156	0.61092	0.301991	0.512418	3.7125	1.31698	nonHub	0.00572820905398641
chr21	16952867	17252867	0.981585	0.694612	1.5859	0.705075	1.16896	1.02256	0.313606	0.94872	2.44357	1.37291	nonHub	0.031702170873231
chr21	26893873	27193873	5.7865	5.66404	3.31743	3.24287	3.58832	5.58831	8.80304	6.31755	2.50859	3.50573	nonHub	0.349740983285993
chr21	27398952	27698952	1.34513	4.49931	1.95852	1.65605	4.64264	3.55473	0.763108	2.52675	2.49667	1.72266	nonHub	0.107977911136805
chr21	28947556	29247556	3.15077	7.39292	2.18735	4.07129	5.30588	4.41186	2.2266	5.05758	3.17285	2.52956	Hub	0.595123870834105
chr21	29919159	30219159	2.17524	0.819249	4.24682	1.12844	1.68219	1.73197	0.531969	1.37007	2.03396	1.82185	nonHub	0.186456911506184
chr21	31535514	31835514	1.86622	1.81999	4.5093	1.98949	2.9192	2.22747	0.986117	1.92327	5.25341	2.67498	nonHub	0.0833442205087883
chr21	33094190	33394190	3.175	0.867354	11.7707	1.46108	2.0556	1.72889	0.757301	1.64463	3.17665	3.20147	nonHub	0.308073460976072
chr21	36298365	36598365	7.87691	7.24131	4.24254	8.55958	7.47933	7.5234	10.0087	7.65908	3.37278	5.1322	Hub	0.78649759496056
chr21	37257908	37557908	6.56813	7.00443	3.60438	10.8141	6.44484	7.9689	9.58125	7.00395	2.86619	7.60433	Hub	0.664693681426363
chr21	39396518	39696518	6.18641	7.45633	3.27888	9.36732	6.13894	7.88349	11.3851	7.74063	2.68685	5.4387	Hub	0.726183445965842
chr21	41373192	41673192	5.30177	2.22305	4.9376	2.57918	3.04831	2.60757	2.28816	2.43568	3.93518	2.60637	Hub	0.518533184601387
chr21	41441565	41741565	3.75668	2.48107	5.39831	2.97787	3.23528	3.04691	3.34049	2.87742	3.64315	2.69735	Hub	0.515478817059957
chr22	27007495	27307495	1.87228	3.62029	2.0968	3.30255	4.4321	4.03023	1.94552	3.30285	2.80225	5.561	nonHub	0.156453849911824
chr22	36580514	36880514	13.4574	5.90165	5.49805	12.1534	7.99149	5.23053	5.80404	6.75521	2.44195	6.52002	Hub	0.729386608474236
chr22	46117647	46417647	1.01188	0.357875	1.42071	1.12685	0.499301	0.496277	0.297345	0.74484	9.68002	1.53175	nonHub	0.00542451009528577
chr22	46111226	46411226	1.03006	0.474494	1.48617	1.14754	0.608054	0.749416	0.452987	0.853576	9.6681	1.56606	nonHub	0.00468488101158082
chr22	18414357	18714357	7.51942	6.76245	8.47406	8.97579	7.02075	6.76629	11.212	8.53984	2.48692	7.01668	Hub	0.867701963977958
chr22	21180143	21480143	9.67043	1.79375	8.62764	1.65366	3.52725	2.08052	1.15802	2.79315	2.45062	3.23354	Hub	0.515047897619597
chr22	24582562	24882562	0.848283	0.321431	1.36625	0.972463	0.432335	0.489352	0.272953	0.685036	7.71487	1.62945	nonHub	0.00484549155166802
chr22	27331272	27631272	4.199	7.9352	3.06963	7.29108	5.48535	7.45954	11.4373	8.1416	3.40529	6.64531	Hub	0.613003166354044
chr22	30823960	31123960	2.68421	0.676391	5.62225	2.22425	1.07414	0.887912	0.504093	1.48288	2.29187	2.99564	nonHub	0.121433177223847
chr22	32071860	32371860	3.38101	1.28718	2.26199	2.99538	2.99473	1.93894	0.713163	2.05239	2.61966	3.89799	Hub	0.644099886480623
chr22	32538327	32838327	2.73268	2.1232	1.93221	1.99984	3.73994	4.00945	4.19071	2.9848	5.65273	3.61461	nonHub	0.273011253744489
chr22	33911597	34211597	6.78626	7.83826	4.08285	11.2645	8.13239	7.08098	8.11427	8.68799	2.64404	5.96892	Hub	0.606437931180532
chr22	33641517	33941517	3.24165	0.458459	2.56669	1.25815	0.757523	0.800198	0.361228	0.93241	6.63233	2.02693	nonHub	0.0594438966626274
chr22	43568126	43868126	5.54414	0.964294	12.4602	2.05395	2.30953	1.70735	0.995409	2.07006	4.17033	3.95169	nonHub	0.450163498034988
chr22	45615100	45915100	2.79933	3.30032	1.43294	7.59906	6.897	3.06384	1.17544	3.30965	2.64079	6.87947	nonHub	0.444330131273071
chr22	46306665	46606665	0.860401	0.378283	0.903696	1.24463	0.483765	0.477041	0.310122	0.739404	10.8753	1.50267	nonHub	0.00241085939385899
chr22	46320683	46620683	0.896756	0.362248	0.899413	1.22632	0.469836	0.46473	0.301991	0.72853	10.8991	1.4885	nonHub	0.0027496682535656
chr3	66848081	67148081	5.30783	3.87175	5.3561	1.60273	3.90119	3.39623	2.49723	2.94538	2.7134	2.52732	nonHub	0.454671919443179
chr3	8294271	8594271	3.56885	7.44613	3.89195	3.99569	7.32237	5.43596	1.77362	4.69059	2.53731	3.19849	Hub	0.60119206698062
chr3	100603766	100903766	4.23536	7.09117	2.00808	2.79165	7.02075	7.57957	3.99557	5.50747	2.49396	2.90914	nonHub	0.403912299595365
chr3	108997207	109297207	4.23536	2.56343	5.41912	3.18239	4.16531	4.37339	4.58446	3.33819	2.22631	3.55868	nonHub	0.488278992884247
chr3	150882957	151182957	5.6532	4.5445	2.55323	3.78799	3.69226	5.76373	8.77632	5.17447	2.38668	4.39242	nonHub	0.457429861453559
chr3	150855886	151155886	5.44113	6.07804	2.71292	3.67419	3.8669	5.86915	9.1933	6.18027	2.47771	4.07995	Hub	0.516349898661586
chr3	5205990	5505990	2.23583	2.12903	2.314	3.09724	2.18578	2.18131	0.777046	1.76968	3.89726	2.38414	nonHub	0.189522390912126
chr3	10447447	10747447	1.7511	0.536448	8.86136	1.16664	1.61255	0.992553	0.444856	1.46386	2.5113	3.58702	nonHub	0.205776276368839
chr3	21743899	22043899	1.12095	0.443152	1.78904	0.573769	0.87592	1.20184	0.452987	0.888915	2.03451	1.38633	nonHub	0.0276366302996396
chr3	31193865	31493865	1.4239	0.596215	5.27778	0.970076	1.5504	1.29878	0.459956	1.15124	2.27399	2.14326	nonHub	0.0427411855421362
chr3	29275841	29575841	1.92681	5.29669	1.17719	4.3347	6.37787	7.88349	6.59967	5.8228	1.74518	6.07854	nonHub	0.349944828450423
chr3	31370679	31670679	2.22977	2.28209	3.28316	2.48129	2.39204	2.8484	4.54497	2.71432	2.3921	4.32605	nonHub	0.0582252170340478
chr3	36590690	36890690	5.27753	1.06415	5.27595	2.54177	1.96667	1.35187	0.47854	1.7955	2.56819	2.42441	nonHub	0.358957348827563
chr3	45865748	46165748	8.08899	5.68591	8.57685	6.69901	7.84899	4.75195	2.45774	4.04225	3.56296	4.31337	Hub	0.74708720829194
chr3	53308952	53608952	1.95105	2.49127	4.68123	3.31608	2.06203	2.26902	3.31377	3.07315	2.2599	3.39536	nonHub	0.0542352499748242
chr3	51379473	51679473	8.62219	5.26608	2.73679	11.4396	4.51728	5.37056	8.72986	6.73347	2.54923	7.25159	nonHub	0.349105094422972
chr3	64734816	65034816	1.16336	1.14505	3.67719	2.58793	2.2565	1.55962	0.448341	1.49648	2.49992	2.44007	nonHub	0.0442708221825436
chr3	72101060	72401060	1.67233	1.13558	9.78892	1.51679	2.51901	2.05205	0.874613	1.82812	3.69624	3.12391	nonHub	0.162033912101686
chr3	82577291	82877291	0.660449	0.174929	0.573299	0.621517	0.253936	0.343931	0.191648	0.418633	4.79016	1.11116	nonHub	0.0046846093817895
chr3	95151549	95451549	2.91446	2.19025	1.61038	2.7455	1.67791	2.98382	4.98866	3.39392	1.542	2.39309	nonHub	0.363731472893304
chr3	105674635	105974635	1.26031	0.549567	1.81168	0.840361	1.38915	1.248	0.443695	1.03163	1.95269	1.59962	nonHub	0.0483414287136961
chr3	112155594	112455594	1.61174	4.61884	1.31057	4.67451	4.48835	5.91454	6.86217	4.88224	2.58228	7.27769	nonHub	0.0783105425881941
chr3	123529628	123829628	3.67185	4.36301	3.1351	6.86295	3.9044	6.29771	10.0342	6.29037	2.25286	6.17251	nonHub	0.357399842271049
chr3	119532281	119832281	1.80563	0.220847	1.23593	0.571382	0.360547	0.495507	0.236947	0.614357	3.8382	1.32742	nonHub	0.0288308986416326
chr3	120366722	120666722	4.24747	7.88053	2.17756	9.47475	6.80164	7.64959	9.21421	8.06276	2.74699	4.78319	Hub	0.643965100784023
chr3	124603215	124903215	8.46465	10.6568	7.47002	15.9716	9.84191	7.49109	6.62057	9.83923	2.68576	6.59832	Hub	0.802282227462038
chr3	141543330	141843330	0.769514	0.312685	2.01236	0.747253	0.588768	0.676321	0.269469	0.74484	4.48241	1.74354	nonHub	0.0119639974029051
chr3	147657860	147957860	1.87228	1.98908	2.24547	1.51838	2.24793	2.71067	2.6401	2.10404	1.73488	1.98293	nonHub	0.196555368126563
chr3	155995784	156295784	1.30878	3.25877	2.36723	1.65048	3.35207	3.41315	2.54137	2.75781	2.92795	1.81737	nonHub	0.13105296675822
chr3	153032781	153332781	2.55091	3.44755	1.76762	1.46665	4.91319	4.14026	0.820022	2.65451	2.27615	1.86659	nonHub	0.438182577159992
chr3	153976283	154276283	1.62992	1.09695	2.90566	1.05045	1.42129	1.59655	0.837444	1.38366	1.70996	1.97249	nonHub	0.11619178246188
chr3	171945787	172245787	4.30201	10.2282	3.73226	2.57838	5.98143	6.02226	4.66925	6.05795	3.21566	2.92853	Hub	0.673260879037255
chr3	169640304	169940304	2.20554	0.539363	1.73275	0.973259	1.14271	0.899453	0.320575	0.965031	1.09175	1.78829	nonHub	0.153156292419254
chr3	180325637	180625637	3.99299	4.04449	2.46574	6.5884	3.69226	5.62986	10.0064	5.30087	2.07027	4.73248	nonHub	0.237421441036437
chr3	178159739	178459739	1.55115	3.65309	1.756	5.29443	5.73285	4.80888	3.78534	3.90226	2.56819	10.5634	nonHub	0.430826774174175
chr3	187636621	187936621	5.20482	1.47669	7.85549	2.61737	2.20667	2.98612	4.30221	3.30965	2.46525	3.04561	nonHub	0.175275344576964
chr3	199042917	199342917	3.3689	3.18443	4.97308	7.04518	2.76705	4.28183	5.11178	4.45409	2.73453	4.03745	nonHub	0.282286651176687
chr3	197117602	197417602	5.99857	5.24348	8.65211	9.80182	6.04893	6.13536	8.83324	6.51871	3.97257	6.24335	Hub	0.848319784555254
chr3	1426793	1726793	0.587739	0.131925	0.54699	0.585706	0.2384	0.347009	0.207909	0.358828	5.37749	1.03434	nonHub	0.0037871875647123
chr3	3430069	3730069	0.702863	0.491987	0.668136	0.623904	0.407691	0.467808	0.231139	0.511058	6.18587	1.11936	nonHub	0.00529302026945777
chr3	8460523	8760523	5.79256	9.26466	5.33101	4.46521	10.0171	6.53316	2.05819	5.80785	3.31264	3.61386	Hub	0.688566990787972
chr3	10627929	10927929	4.93822	0.293734	6.09215	0.865826	0.601625	0.688632	0.372843	1.1159	2.177	3.18133	nonHub	0.165927504657776
chr3	11735328	12035328	4.32018	2.63559	6.52778	4.35937	2.63954	3.21618	4.66344	3.7242	2.73886	3.91887	nonHub	0.178379775191562
chr3	13987975	14287975	5.31389	11.0861	2.68478	7.34679	7.44773	5.80605	6.18733	7.1453	3.35003	3.85847	Hub	0.705338360384396
chr3	15267616	15567616	5.31995	2.75367	4.23887	5.55943	4.44442	4.10563	5.42771	4.02866	2.52105	4.10083	Hub	0.664495243341
chr3	20051080	20351080	1.50267	1.60205	1.45619	1.81282	1.75988	2.70452	4.51128	2.58791	2.68414	2.13357	nonHub	0.0968688483323349
chr3	25714687	26014687	1.81775	1.74273	2.24303	2.14069	1.76041	2.74606	4.15005	2.63277	2.38343	2.18353	nonHub	0.243716162234257
chr3	26514013	26814013	0.648331	0.194608	0.657734	0.681202	0.276437	0.421643	0.218363	0.425429	6.00274	1.21481	nonHub	0.00343484551297446
chr3	27737198	28037198	1.54509	0.454814	4.92597	0.924715	0.947707	1.14028	0.472732	0.959594	2.01067	2.08808	nonHub	0.0729366070907975
chr3	28464953	28764953	1.86622	0.273326	2.84325	0.667673	0.595197	0.788657	0.391427	0.761151	1.75764	1.80544	nonHub	0.075064772988527
chr3	28776584	29076584	1.81169	0.719394	3.99841	0.901637	1.33397	1.50345	0.691095	1.25726	2.01392	1.85764	nonHub	0.087270027840251
chr3	30529260	30829260	5.24118	7.56056	2.97785	5.46951	6.87182	5.57138	3.82019	4.52205	2.21005	4.10382	Hub	0.698697516391713
chr3	31839928	32139928	1.79351	2.97962	4.26701	2.7821	3.84922	4.43033	3.47522	3.19004	3.37657	3.87264	nonHub	0.174647983971112
chr3	31616751	31916751	2.49032	2.49638	2.33113	4.55116	3.81976	2.17977	0.572621	2.26442	2.56602	3.89426	Hub	0.568698289295419
chr3	33577811	33877811	2.65391	3.20338	1.92548	4.67769	3.45761	4.89891	6.4266	4.12381	1.88876	4.24327	nonHub	0.336829563404046
chr3	37196101	37496101	2.50849	3.83604	3.89868	8.10757	4.44656	4.02638	4.72848	4.08711	2.61099	6.38057	nonHub	0.358575772287392
chr3	39109912	39409912	9.90068	6.32075	6.02974	4.02275	5.27373	6.67242	8.80652	6.64512	2.38993	5.22765	nonHub	0.399121898160573
chr3	41522995	41822995	1.00582	1.15744	2.19041	1.36877	1.88791	1.36034	0.426272	1.29939	2.63863	2.26183	nonHub	0.0919139266050254
chr3	42308224	42608224	6.33789	1.15963	5.24229	2.54655	1.41433	1.93356	3.51471	2.43976	2.27453	3.11496	nonHub	0.0839391487499508
chr3	46210423	46510423	6.37424	1.96649	11.4825	1.57806	3.57922	2.15669	0.677157	2.52131	3.73905	2.99042	Hub	0.724965880065776
chr3	51491548	51791548	7.35583	3.95922	3.27949	8.82856	4.12566	4.36723	6.30116	5.11738	2.42786	6.49989	Hub	0.597906014222128
chr3	54211078	54511078	1.83593	0.333093	1.31363	0.903229	0.489122	0.588607	0.314768	0.686395	6.18154	1.61826	nonHub	0.0123001583135558
chr3	53543542	53843542	3.16894	0.961378	6.36503	1.10775	1.65326	1.01871	0.375166	1.64055	1.75926	2.61457	nonHub	0.254274364625441
chr3	54636310	54936310	4.66556	4.74712	5.73422	1.86694	5.52553	2.97766	0.734071	3.82614	3.3652	2.46095	Hub	0.718875445490008
chr3	55635525	55935525	3.80516	3.18662	6.62139	1.69664	5.05033	3.0923	0.836283	3.03509	2.65434	2.88155	Hub	0.769043644949107
chr3	57097752	57397752	4.35048	1.86663	5.9349	3.13146	2.40864	2.9338	3.50426	2.79723	2.23985	3.39835	nonHub	0.163683167451416
chr3	56943756	57243756	6.8105	4.22307	7.01848	2.90704	4.65925	4.42417	4.55193	4.40788	2.6733	3.96511	Hub	0.661712241175476
chr3	60036095	60336095	1.03612	1.41036	3.42511	0.93904	1.60076	1.20261	0.340321	1.25726	2.55248	1.75175	nonHub	0.0409233647666303
chr3	62441932	62741932	2.41155	1.08456	3.85157	0.878559	1.60398	1.44343	0.545907	1.4625	1.59564	2.28943	nonHub	0.256870994593292
chr3	63613106	63913106	2.76904	2.84405	2.9185	3.87075	3.97298	4.1618	5.19889	3.75275	1.9554	5.92119	nonHub	0.144842504188512
chr3	63216300	63516300	1.64809	0.236154	2.44126	0.582523	0.489122	0.654008	0.290376	0.765228	1.3697	1.971	nonHub	0.120573588715192
chr3	63175974	63475974	1.82381	0.222305	2.25159	0.600826	0.482158	0.647853	0.278761	0.7462	1.64494	1.93595	nonHub	0.0922730137260189
chr3	64350074	64650074	7.91933	9.37982	4.4163	6.36717	6.06072	6.82631	6.67865	7.24588	2.53243	3.52214	Hub	0.763713618603698
chr3	66332676	66632676	4.96852	7.48184	2.61748	8.55003	9.84673	6.7686	1.79917	5.32806	2.14341	5.75042	Hub	0.556198137606871
chr3	67257341	67557341	1.62386	0.401607	1.85389	1.36957	0.840026	0.697865	0.329867	0.776102	2.58986	2.13879	nonHub	0.0862639919157933
chr3	67533582	67833582	1.67839	3.17422	1.45252	5.01431	4.27834	3.68553	2.3323	2.77005	1.98195	4.71831	nonHub	0.166946926998585
chr3	69438086	69738086	4.0354	0.691697	4.76016	0.928694	1.01521	1.12182	0.492478	1.18114	1.90881	2.26482	nonHub	0.173001237539719
chr3	69371996	69671996	4.10205	0.868083	5.86393	1.18733	1.22468	1.258	0.544745	1.35784	2.16508	2.5482	nonHub	0.16478510426385
chr3	72949963	73249963	5.99251	5.67133	3.47834	6.86215	6.54556	7.68883	7.36626	6.45347	2.34171	10.5068	Hub	0.862284964776105
chr3	74102830	74402830	1.20577	0.440966	2.20142	0.627087	0.689485	0.696326	0.253208	0.735326	1.78798	1.65182	nonHub	0.0276611948731743
chr3	74741442	75041442	1.01794	0.582366	2.11148	0.668469	1.2595	1.94971	1.45304	1.15532	2.19434	1.54443	nonHub	0.0629429357048343
chr3	78139221	78439221	1.36331	1.20628	2.20693	0.826036	1.79363	1.54192	0.427433	1.20833	1.83187	1.49447	nonHub	0.115842721320261
chr3	78829345	79129345	1.39967	1.35788	1.59263	1.97835	3.72868	3.1477	0.665542	1.6324	1.73163	3.86145	nonHub	0.173718031283953
chr3	78692269	78992269	1.7208	1.01167	1.46292	2.68422	2.56079	2.06282	0.53313	1.3891	1.52141	2.87111	nonHub	0.304630959713923
chr3	86696726	86996726	1.47844	1.43369	2.04601	0.724175	1.252	1.37342	0.495962	1.4856	1.7766	1.49969	nonHub	0.0569347562609936
chr3	87709730	88009730	0.593798	0.216474	0.698728	0.613559	0.321974	0.404716	0.217201	0.428147	4.54147	1.07312	nonHub	0.0053443039985972
chr3	101758924	102058924	2.53879	1.8127	4.28598	3.78481	3.18492	3.19541	2.90492	2.51316	2.31462	4.41852	nonHub	0.297862621491091
chr3	104109449	104409449	0.593798	0.19971	0.773985	0.480661	0.293045	0.403177	0.163772	0.557271	2.77029	1.17529	nonHub	0.0131229254421443
chr3	106579690	106879690	1.50873	3.363	1.09031	3.99967	5.94286	4.89429	0.95011	2.65315	2.31137	4.78393	nonHub	0.132946896276952
chr3	107684510	107984510	1.81169	1.13704	1.72479	1.14276	2.22971	1.90893	0.635343	1.47609	2.36609	1.64063	nonHub	0.201514331960997
chr3	107273809	107573809	1.03006	1.31707	2.08456	1.23189	2.5849	2.45522	0.672511	1.64599	2.32383	2.03289	nonHub	0.104130246758997
chr3	109447590	109747590	2.7448	0.851319	4.16116	1.16902	2.24739	1.78121	0.544745	1.52638	2.33196	2.1194	nonHub	0.24375056562573
chr3	111422885	111722885	1.12095	3.35863	1.24633	1.4762	3.38903	2.63758	0.707356	2.0388	2.69172	1.46016	nonHub	0.0706297991539589
chr3	112286293	112586293	2.30248	2.20847	2.53121	4.27502	4.17388	3.52549	0.799115	1.97627	2.22631	6.55731	Hub	0.537654243480249
chr3	113734717	114034717	4.9564	14.3762	1.86858	4.90051	9.35171	10.4072	8.43484	9.83516	2.37151	3.31035	Hub	0.783557963752507
chr3	116449800	116749800	1.17548	0.787179	3.88767	0.887313	1.76148	1.84661	0.788661	1.28036	1.91477	2.01425	nonHub	0.0825712853342851
chr3	116822032	117122032	7.18011	4.50733	4.26518	1.79054	4.18888	4.79272	3.05708	4.08711	2.09952	2.65782	nonHub	0.213316434995676
chr3	118158503	118458503	2.62362	1.21794	2.02704	1.16584	2.16757	1.76121	0.410011	1.37687	1.68287	2.16489	nonHub	0.371175750445222
chr3	120275296	120575296	4.72009	7.01464	2.95093	5.38595	6.49198	6.99635	6.77389	6.96045	2.95721	3.67278	Hub	0.88908924029938
chr3	122100834	122400834	0.442319	0.197524	1.12518	0.712238	0.339653	0.63862	0.368197	0.444458	4.72406	1.30281	nonHub	0.00432449568264803
chr3	123113823	123413823	1.86016	0.602046	4.45913	1.03454	1.35165	1.29186	0.530807	1.18114	2.78058	2.02618	nonHub	0.0842524021250231
chr3	123831459	124131459	3.16288	2.27553	4.87825	4.57185	2.60794	3.96252	5.41725	3.49178	2.46904	3.61909	nonHub	0.113197221258991
chr3	124956167	125256167	4.11417	11.5088	6.13314	12.8823	10.4917	8.49133	7.62295	8.62275	4.62058	5.51252	Hub	0.56206813762379
chr3	128191825	128491825	3.31436	2.62903	7.49022	4.69679	3.25885	1.28109	0.549391	2.57976	2.90845	4.02701	Hub	0.502114035831922
chr3	130388758	130688758	8.02233	12.9316	3.84056	11.3791	9.56065	11.2205	14.7372	12.5073	2.26261	6.35521	Hub	0.584431353617195
chr3	133732420	134032420	3.55673	5.83533	2.28524	5.78464	4.33888	5.37595	6.27793	4.85098	2.11794	2.93226	Hub	0.510924394205916
chr3	133456624	133756624	3.86575	5.02847	3.45876	5.90481	4.24084	4.11333	4.18258	4.08303	2.00741	3.24994	nonHub	0.170592840449795
chr3	135630342	135930342	6.68932	7.98913	5.33652	3.52219	6.76413	6.20692	4.51128	6.35969	2.62183	3.40133	nonHub	0.470528011226621
chr3	137765744	138065744	3.82939	9.11669	1.77864	5.49099	7.11022	7.7173	8.61488	7.4552	3.12734	6.67514	nonHub	0.492882420334166
chr3	139931099	140231099	8.42224	3.55761	7.26628	3.78242	4.67318	4.53959	4.55193	4.25837	3.47681	4.37825	nonHub	0.446927290473441
chr3	141104166	141404166	1.55115	0.215016	1.97198	0.646187	0.403941	0.555522	0.315929	0.689113	3.29097	1.91432	nonHub	0.0765684119711854
chr3	142007645	142307645	5.15029	1.42494	5.69445	1.68948	1.69077	2.24055	3.25453	2.32151	2.19922	3.13883	nonHub	0.165183847628999
chr3	143889031	144189031	3.55673	1.0124	5.92756	1.86296	1.65541	2.16207	2.94441	2.04831	1.99441	2.60264	nonHub	0.2342704091979
chr3	147980618	148280618	0.733159	0.301752	1.65382	0.514084	0.613412	0.732489	0.27063	0.724453	1.67149	1.29759	nonHub	0.0184513588183101
chr3	148505098	148805098	1.41179	0.300294	9.14709	1.03454	1.132	1.34264	0.705033	0.83047	3.17069	2.02543	nonHub	0.0313148218926907
chr3	151683948	151983948	3.13259	5.51827	3.17303	4.90608	4.18995	6.32464	12.6964	7.42666	2.45333	5.55801	nonHub	0.224813779519494
chr3	152461865	152761865	3.62944	2.25221	3.62396	1.25338	3.79083	2.96535	0.765431	2.2753	2.01067	2.21038	nonHub	0.33901255600591
chr3	153502216	153802216	2.69633	3.70266	2.01175	4.7326	5.73017	5.289	1.01283	2.99431	1.94619	7.66026	Hub	0.592327566047371
chr3	153554786	153854786	2.59938	2.59405	2.50123	3.68056	4.10477	3.69861	0.7875	2.26306	1.96461	5.63035	nonHub	0.231386540175253
chr3	155878282	156178282	1.31484	2.38778	2.02031	1.18733	2.56722	1.93817	0.476217	1.64463	2.52322	1.58396	nonHub	0.104553982512405
chr3	156760481	157060481	2.65391	1.86299	3.41777	2.49005	1.91202	3.85865	5.15475	2.92635	2.72152	2.63396	nonHub	0.148298798131183
chr3	157360279	157660279	2.45396	0.728869	6.4874	0.958934	1.74005	1.73889	0.717809	1.34425	2.1109	2.29316	nonHub	0.335856450153636
chr3	157289925	157589925	3.3083	0.735429	6.28794	0.989971	1.74541	1.80968	0.71084	1.41493	2.12716	2.32075	nonHub	0.383688419214993
chr3	158731988	159031988	4.01723	1.25074	5.08627	1.03135	1.91792	2.23363	1.02561	1.83356	2.36176	2.09703	nonHub	0.378397979815692
chr3	160030528	160330528	1.98741	0.271139	3.12714	0.78943	0.508408	0.630156	0.274115	0.822315	2.28428	1.82781	nonHub	0.0521783667622736
chr3	161747980	162047980	1.82381	2.1057	3.81914	1.28203	2.18525	3.61243	4.95614	3.04596	1.74518	3.31706	nonHub	0.0531781411928879
chr3	164201852	164501852	0.757396	0.139943	0.556168	0.514084	0.243757	0.341623	0.205586	0.376498	4.21693	0.988854	nonHub	0.00672924611758685
chr3	171180516	171480516	2.90234	7.9024	3.16018	10.2419	5.34606	5.96148	6.70652	6.29988	2.42244	5.75713	Hub	0.553353730103032
chr3	173604628	173904628	4.53226	3.98837	4.92719	2.9715	5.87321	4.16642	1.08833	3.19547	3.21186	3.95467	Hub	0.748424832790823
chr3	174448264	174748264	1.57538	0.665457	1.67829	0.705871	0.705557	1.68811	1.88628	1.06697	2.75132	1.51013	nonHub	0.13832042625226
chr3	177776897	178076897	2.52061	0.486156	2.42903	0.714625	0.951993	0.969471	0.350774	0.943283	2.69931	1.58694	nonHub	0.203621925540001
chr3	178972217	179272217	1.70868	6.26171	2.20999	1.83988	5.90536	4.07793	0.915265	3.6277	2.93608	1.90612	nonHub	0.404354103254367
chr3	179707885	180007885	0.884638	0.879016	2.66214	0.712238	1.17914	1.47267	0.456471	1.00581	2.2767	1.69209	nonHub	0.0480742194624861
chr3	179493535	179793535	2.02982	2.0576	2.83101	0.939835	2.59347	2.28056	0.54823	1.87705	1.90285	1.68239	nonHub	0.310229201942917
